訂單編號,顧客編號,產品編號,產品名稱,產品類別,單價,數量,下單日期,小計,利潤,成本,明年度預期目標值,姓名,性別,年齡,居住地區,職業類別,年,月,日,季,年齡層
ID02953,AC1703844,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,2.0,2017-09-12,4060.0,714.56,503.44,4303.6,林玉洋,Female,39,臺北市,金融業和房地產,2017.0,9.0,12.0,3.0,30
ID02954,AC1701788,F009,大化妝包-深藍,配件,2100.0,2.0,2017-09-12,4200.0,1041.6,218.39999999999998,4452.0,戴曉蓁,Female,36,新北市,金融業和房地產,2017.0,9.0,12.0,3.0,30
ID02955,AC1703477,F017,大學T男裝-灰,男裝,1200.0,1.0,2017-09-12,1200.0,230.4,129.6,1272.0,孫少群,Female,40,基隆市,金融業和房地產,2017.0,9.0,12.0,3.0,40
ID02956,AC1702926,F017,大學T男裝-灰,男裝,1200.0,1.0,2017-09-12,1200.0,230.4,129.6,1272.0,張瑋婷,Female,45,桃園市,住宿和餐飲業,2017.0,9.0,12.0,3.0,40
ID02957,AC1703940,F041,三層樓梯椅-黑,家俱,820.0,1.0,2017-09-12,820.0,123.0,123.0,869.2,林美麗,Female,51,臺北市,住宿和餐飲業,2017.0,9.0,12.0,3.0,50
ID02958,AC1703146,F013,潮感印條連帽外套-男裝,男裝,1740.0,1.0,2017-09-12,1740.0,334.08000000000004,187.92,1844.4,鄧宗翰,Female,46,桃園市,其他,2017.0,9.0,12.0,3.0,40
ID02959,AC1702912,F028,大學T男童-藍,童裝,1750.0,1.0,2017-09-12,1750.0,308.0,217.0,1855.0,羅奎柏,Male,55,桃園市,住宿和餐飲業,2017.0,9.0,12.0,3.0,50
ID02960,AC1702661,F028,大學T男童-藍,童裝,1750.0,1.0,2017-09-12,1750.0,308.0,217.0,1855.0,劉季仁,Male,53,桃園市,農林漁牧業,2017.0,9.0,12.0,3.0,50
ID02961,AC1701022,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,1.0,2017-09-12,2030.0,357.28,251.72,2151.8,許子琳,Female,30,新北市,金融業和房地產,2017.0,9.0,12.0,3.0,30
ID02962,AC1703571,F004,大化妝包-桃粉,配件,1600.0,1.0,2017-09-12,1600.0,396.8,83.2,1696.0,林欣怡,Female,38,基隆市,金融業和房地產,2017.0,9.0,12.0,3.0,30
ID02963,AC1702144,F028,大學T男童-藍,童裝,1750.0,1.0,2017-09-12,1750.0,308.0,217.0,1855.0,朱威城,Male,44,宜蘭縣,住宿和餐飲業,2017.0,9.0,12.0,3.0,40
ID02964,AC1703184,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,1.0,2017-09-12,1800.0,297.0,243.00000000000003,1908.0,吳敏斌,Male,48,桃園市,其他,2017.0,9.0,12.0,3.0,40
ID02965,AC1703859,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,1.0,2017-09-12,2030.0,357.28,251.72,2151.8,王俊宏,Female,46,臺北市,其他,2017.0,9.0,12.0,3.0,40
ID02966,AC1702481,F010,中夾-紅,皮件,2610.0,1.0,2017-09-12,2610.0,595.0800000000003,187.92,2766.6000000000004,張昭賢,Female,46,桃園市,其他,2017.0,9.0,12.0,3.0,40
ID02967,AC1702069,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,2.0,2017-09-12,4060.0,714.56,503.44,4303.6,林雅芳,Female,38,新北市,住宿和餐飲業,2017.0,9.0,12.0,3.0,30
ID02968,AC1700597,F009,大化妝包-深藍,配件,2100.0,2.0,2017-09-12,4200.0,1041.6,218.39999999999998,4452.0,張怡竹,Female,37,新北市,農林漁牧業,2017.0,9.0,12.0,3.0,30
ID02969,AC1703191,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,2.0,2017-09-12,4060.0,714.56,503.44,4303.6,陳俊德,Female,28,桃園市,其他,2017.0,9.0,12.0,3.0,20
ID02970,AC1703158,F009,大化妝包-深藍,配件,2100.0,2.0,2017-09-12,4200.0,1041.6,218.39999999999998,4452.0,王聖凱,Male,44,桃園市,住宿和餐飲業,2017.0,9.0,12.0,3.0,40
ID02971,AC1702366,F017,大學T男裝-灰,男裝,1200.0,1.0,2017-09-12,1200.0,230.4,129.6,1272.0,郭仕燕,Female,52,桃園市,其他,2017.0,9.0,12.0,3.0,50
ID02972,AC1700784,F001,運動潮流連帽外套女裝-白,女裝,1450.0,1.0,2017-10-10,1450.0,239.2500000000001,195.75,1537.0,張志迪,Male,33,新北市,其他,2017.0,10.0,10.0,4.0,30
ID02973,AC1702691,F003,印圖大學T男裝-藍,男裝,750.0,1.0,2017-10-10,750.0,144.0,81.0,795.0,楊偉倫,Male,34,桃園市,其他,2017.0,10.0,10.0,4.0,30
ID02974,AC1701778,F012,托特包-白,配件,1740.0,1.0,2017-10-10,1740.0,431.52,90.47999999999999,1844.4,杜佳霖,Male,21,宜蘭縣,金融業和房地產,2017.0,10.0,10.0,4.0,20
ID02975,AC1703415,F016,後背包-藍,配件,890.0,1.0,2017-10-10,890.0,220.72,46.28,943.4000000000001,方婷安,Female,26,基隆市,金融業和房地產,2017.0,10.0,10.0,4.0,20
ID02976,AC1702998,F016,後背包-藍,配件,890.0,1.0,2017-10-10,890.0,220.72,46.28,943.4000000000001,王佩君,Female,31,桃園市,其他,2017.0,10.0,10.0,4.0,30
ID02977,AC1701714,F038,經典美式純POLO-黑,女裝,980.0,1.0,2017-10-10,980.0,161.7,132.3,1038.8,楊玉萍,Female,42,宜蘭縣,金融業和房地產,2017.0,10.0,10.0,4.0,40
ID02978,AC1703429,F012,托特包-白,配件,1740.0,1.0,2017-10-10,1740.0,431.52,90.47999999999999,1844.4,張永妤,Female,31,基隆市,住宿和餐飲業,2017.0,10.0,10.0,4.0,30
ID02979,AC1701342,F012,托特包-白,配件,1740.0,1.0,2017-10-10,1740.0,431.52,90.47999999999999,1844.4,蔡欣怡,Female,25,新北市,金融業和房地產,2017.0,10.0,10.0,4.0,20
ID02980,AC1701654,F017,大學T男裝-灰,男裝,1200.0,1.0,2017-09-12,1200.0,230.4,129.6,1272.0,黃俊廷,Male,37,宜蘭縣,金融業和房地產,2017.0,9.0,12.0,3.0,30
ID02981,AC1700688,F041,三層樓梯椅-黑,家俱,820.0,1.0,2017-09-12,820.0,123.0,123.0,869.2,陳建龍,Male,49,新北市,其他,2017.0,9.0,12.0,3.0,40
ID02982,AC1702841,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,1.0,2017-09-12,2030.0,357.28,251.72,2151.8,夏冠宇,Female,40,桃園市,其他,2017.0,9.0,12.0,3.0,40
ID02983,AC1700874,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,1.0,2017-09-12,2030.0,357.28,251.72,2151.8,袁雅雯,Male,32,新北市,住宿和餐飲業,2017.0,9.0,12.0,3.0,30
ID02984,AC1701722,F010,中夾-紅,皮件,2610.0,1.0,2017-09-12,2610.0,595.0800000000003,187.92,2766.6000000000004,黃琇鈺,Male,34,宜蘭縣,住宿和餐飲業,2017.0,9.0,12.0,3.0,30
ID02985,AC1700999,F003,印圖大學T男裝-藍,男裝,750.0,2.0,2017-10-10,1500.0,288.0,162.0,1590.0,陳志元,Male,29,新北市,金融業和房地產,2017.0,10.0,10.0,4.0,20
ID02986,AC1703720,F013,潮感印條連帽外套-男裝,男裝,1740.0,1.0,2017-10-10,1740.0,334.08000000000004,187.92,1844.4,陳信玟,Male,34,基隆市,金融業和房地產,2017.0,10.0,10.0,4.0,30
ID02987,AC1701465,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,2.0,2017-09-12,4060.0,714.56,503.44,4303.6,孫雅婷,Male,26,宜蘭縣,金融業和房地產,2017.0,9.0,12.0,3.0,20
ID02988,AC1702708,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,2.0,2017-10-10,3600.0,594.0,486.00000000000006,3816.0,蔡政元,Male,51,桃園市,其他,2017.0,10.0,10.0,4.0,50
ID02989,AC1703883,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,2.0,2017-10-10,3600.0,594.0,486.00000000000006,3816.0,陳淑芳,Female,42,臺北市,住宿和餐飲業,2017.0,10.0,10.0,4.0,40
ID02990,AC1703304,F012,托特包-白,配件,1740.0,2.0,2017-10-10,3480.0,863.04,180.95999999999998,3688.8,袁穎苓,Male,38,基隆市,住宿和餐飲業,2017.0,10.0,10.0,4.0,30
ID02991,AC1700884,F038,經典美式純POLO-黑,女裝,980.0,2.0,2017-10-10,1960.0,323.4,264.6,2077.6,楊懿維,Male,46,新北市,金融業和房地產,2017.0,10.0,10.0,4.0,40
ID02992,AC1702800,F009,大化妝包-深藍,配件,2100.0,2.0,2017-10-10,4200.0,1041.6,218.39999999999998,4452.0,劉萬妍,Male,45,桃園市,住宿和餐飲業,2017.0,10.0,10.0,4.0,40
ID02993,AC1702533,F001,運動潮流連帽外套女裝-白,女裝,1450.0,3.0,2017-10-10,4350.0,717.75,587.25,4611.0,楊方鳳,Female,55,桃園市,住宿和餐飲業,2017.0,10.0,10.0,4.0,50
ID02994,AC1701771,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,2.0,2017-09-12,4060.0,714.56,503.44,4303.6,李韋成,Female,35,新北市,住宿和餐飲業,2017.0,9.0,12.0,3.0,30
ID02995,AC1703873,F017,大學T男裝-灰,男裝,1200.0,1.0,2017-09-12,1200.0,230.4,129.6,1272.0,陳致坤,Male,44,臺北市,金融業和房地產,2017.0,9.0,12.0,3.0,40
ID02996,AC1702243,F001,運動潮流連帽外套女裝-白,女裝,1450.0,1.0,2017-10-10,1450.0,239.2500000000001,195.75,1537.0,曹憲恆,Male,61,桃園市,農林漁牧業,2017.0,10.0,10.0,4.0,60
ID02997,AC1702541,F003,印圖大學T男裝-藍,男裝,750.0,1.0,2017-10-10,750.0,144.0,81.0,795.0,許乃卿,Male,53,桃園市,住宿和餐飲業,2017.0,10.0,10.0,4.0,50
ID02998,AC1703059,F012,托特包-白,配件,1740.0,1.0,2017-10-10,1740.0,431.52,90.47999999999999,1844.4,陳雅玲,Male,26,桃園市,住宿和餐飲業,2017.0,10.0,10.0,4.0,20
ID02999,AC1701805,F016,後背包-藍,配件,890.0,1.0,2017-10-10,890.0,220.72,46.28,943.4000000000001,沙文欣,Male,20,宜蘭縣,其他,2017.0,10.0,10.0,4.0,20
ID03000,AC1700963,F016,後背包-藍,配件,890.0,1.0,2017-10-10,890.0,220.72,46.28,943.4000000000001,李筱惟,Female,34,新北市,金融業和房地產,2017.0,10.0,10.0,4.0,30
ID03001,AC1700728,F038,經典美式純POLO-黑,女裝,980.0,1.0,2017-10-10,980.0,161.7,132.3,1038.8,劉嘉鴻,Female,35,新北市,金融業和房地產,2017.0,10.0,10.0,4.0,30
ID03002,AC1700044,F012,托特包-白,配件,1740.0,1.0,2017-10-10,1740.0,431.52,90.47999999999999,1844.4,陳山瑜,Male,35,基隆市,其他,2017.0,10.0,10.0,4.0,30
ID03003,AC1700794,F012,托特包-白,配件,1740.0,1.0,2017-10-10,1740.0,431.52,90.47999999999999,1844.4,王宜臻,Male,44,新北市,教育體育文化,2017.0,10.0,10.0,4.0,40
ID03004,AC1702183,F017,大學T男裝-灰,男裝,1200.0,1.0,2017-09-12,1200.0,230.4,129.6,1272.0,林珊志,Male,40,桃園市,住宿和餐飲業,2017.0,9.0,12.0,3.0,40
ID03005,AC1700466,F041,三層樓梯椅-黑,家俱,820.0,1.0,2017-09-12,820.0,123.0,123.0,869.2,陳宏孜,Male,36,新北市,金融業和房地產,2017.0,9.0,12.0,3.0,30
ID03006,AC1703580,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,1.0,2017-09-12,2030.0,357.28,251.72,2151.8,吳嘉偉,Female,38,基隆市,其他,2017.0,9.0,12.0,3.0,30
ID03007,AC1703206,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,1.0,2017-09-12,2030.0,357.28,251.72,2151.8,謝志穎,Female,55,桃園市,住宿和餐飲業,2017.0,9.0,12.0,3.0,50
ID03008,AC1701087,F010,中夾-紅,皮件,2610.0,1.0,2017-09-12,2610.0,595.0800000000003,187.92,2766.6000000000004,林浩奇,Male,44,新北市,金融業和房地產,2017.0,9.0,12.0,3.0,40
ID03009,AC1703463,F003,印圖大學T男裝-藍,男裝,750.0,2.0,2017-10-10,1500.0,288.0,162.0,1590.0,李珮霖,Male,37,基隆市,金融業和房地產,2017.0,10.0,10.0,4.0,30
ID03010,AC1702626,F013,潮感印條連帽外套-男裝,男裝,1740.0,1.0,2017-10-10,1740.0,334.08000000000004,187.92,1844.4,陳明儒,Male,45,桃園市,農林漁牧業,2017.0,10.0,10.0,4.0,40
ID03011,AC1702779,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,2.0,2017-09-12,4060.0,714.56,503.44,4303.6,黃文華,Female,61,桃園市,其他,2017.0,9.0,12.0,3.0,60
ID03012,AC1701732,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,2.0,2017-10-10,3600.0,594.0,486.00000000000006,3816.0,林大福,Female,36,新北市,金融業和房地產,2017.0,10.0,10.0,4.0,30
ID03013,AC1702443,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,2.0,2017-10-10,3600.0,594.0,486.00000000000006,3816.0,吳雅雯,Female,55,桃園市,其他,2017.0,10.0,10.0,4.0,50
ID03014,AC1701981,F012,托特包-白,配件,1740.0,2.0,2017-10-10,3480.0,863.04,180.95999999999998,3688.8,鄭凱鈞,Male,35,宜蘭縣,教育體育文化,2017.0,10.0,10.0,4.0,30
ID03015,AC1703082,F038,經典美式純POLO-黑,女裝,980.0,2.0,2017-10-10,1960.0,323.4,264.6,2077.6,熊馥平,Male,49,桃園市,住宿和餐飲業,2017.0,10.0,10.0,4.0,40
ID03016,AC1700942,F009,大化妝包-深藍,配件,2100.0,2.0,2017-10-10,4200.0,1041.6,218.39999999999998,4452.0,林韻婷,Male,31,新北市,金融業和房地產,2017.0,10.0,10.0,4.0,30
ID03017,AC1700431,F001,運動潮流連帽外套女裝-白,女裝,1450.0,3.0,2017-10-10,4350.0,717.75,587.25,4611.0,陳盈堯,Female,24,新北市,金融業和房地產,2017.0,10.0,10.0,4.0,20
ID03018,AC1702430,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,2.0,2017-09-12,4060.0,714.56,503.44,4303.6,柯宣潔,Female,52,桃園市,住宿和餐飲業,2017.0,9.0,12.0,3.0,50
ID03019,AC1702436,F017,大學T男裝-灰,男裝,1200.0,1.0,2017-10-10,1200.0,230.4,129.6,1272.0,賴秀齊,Female,57,桃園市,其他,2017.0,10.0,10.0,4.0,50
ID03020,AC1703048,F001,運動潮流連帽外套女裝-白,女裝,1450.0,1.0,2017-10-10,1450.0,239.2500000000001,195.75,1537.0,林淑盈,Male,44,桃園市,其他,2017.0,10.0,10.0,4.0,40
ID03021,AC1702774,F003,印圖大學T男裝-藍,男裝,750.0,1.0,2017-10-10,750.0,144.0,81.0,795.0,林志泉,Male,56,桃園市,住宿和餐飲業,2017.0,10.0,10.0,4.0,50
ID03022,AC1702143,F012,托特包-白,配件,1740.0,1.0,2017-10-10,1740.0,431.52,90.47999999999999,1844.4,陳志裕,Male,38,宜蘭縣,金融業和房地產,2017.0,10.0,10.0,4.0,30
ID03023,AC1700677,F016,後背包-藍,配件,890.0,1.0,2017-10-10,890.0,220.72,46.28,943.4000000000001,許家慧,Female,40,新北市,金融業和房地產,2017.0,10.0,10.0,4.0,40
ID03024,AC1702944,F016,後背包-藍,配件,890.0,1.0,2017-10-10,890.0,220.72,46.28,943.4000000000001,陳雅琳,Female,57,桃園市,其他,2017.0,10.0,10.0,4.0,50
ID03025,AC1700333,F038,經典美式純POLO-黑,女裝,980.0,1.0,2017-10-10,980.0,161.7,132.3,1038.8,林宜琦,Female,60,新北市,金融業和房地產,2017.0,10.0,10.0,4.0,60
ID03026,AC1703602,F012,托特包-白,配件,1740.0,1.0,2017-10-10,1740.0,431.52,90.47999999999999,1844.4,曾泰駿,Female,36,基隆市,金融業和房地產,2017.0,10.0,10.0,4.0,30
ID03027,AC1703646,F012,托特包-白,配件,1740.0,1.0,2017-10-10,1740.0,431.52,90.47999999999999,1844.4,李姿帆,Female,31,基隆市,住宿和餐飲業,2017.0,10.0,10.0,4.0,30
ID03028,AC1702662,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,1.0,2017-10-10,2030.0,357.28,251.72,2151.8,郭宜珊,Female,62,桃園市,其他,2017.0,10.0,10.0,4.0,60
ID03029,AC1701552,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,1.0,2017-10-10,2030.0,357.28,251.72,2151.8,許婉如,Female,31,新北市,金融業和房地產,2017.0,10.0,10.0,4.0,30
ID03030,AC1700564,F015,法蘭絨格紋襯衫-紅,女裝,1740.0,1.0,2017-10-10,1740.0,287.1,234.9,1844.4,張淑忠,Female,35,新北市,金融業和房地產,2017.0,10.0,10.0,4.0,30
ID03031,AC1703836,F025,雙向層架式書桌-咖,家俱,2900.0,1.0,2017-10-10,2900.0,435.0000000000002,435.0,3074.0,吳孟桓,Female,46,臺北市,其他,2017.0,10.0,10.0,4.0,40
ID03032,AC1703521,F025,雙向層架式書桌-咖,家俱,2900.0,1.0,2017-10-10,2900.0,435.0000000000002,435.0,3074.0,吳延豐,Male,38,基隆市,住宿和餐飲業,2017.0,10.0,10.0,4.0,30
ID03033,AC1701796,F003,印圖大學T男裝-藍,男裝,750.0,2.0,2017-10-10,1500.0,288.0,162.0,1590.0,黃怡伶,Female,39,新北市,金融業和房地產,2017.0,10.0,10.0,4.0,30
ID03034,AC1701008,F013,潮感印條連帽外套-男裝,男裝,1740.0,1.0,2017-10-10,1740.0,334.08000000000004,187.92,1844.4,陳逸凡,Male,38,新北市,金融業和房地產,2017.0,10.0,10.0,4.0,30
ID03035,AC1700174,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,2.0,2017-10-10,4060.0,714.56,503.44,4303.6,邱孟儒,Female,58,新北市,金融業和房地產,2017.0,10.0,10.0,4.0,50
ID03036,AC1702039,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,2.0,2017-10-10,3600.0,594.0,486.00000000000006,3816.0,陳凱婷,Female,30,新北市,金融業和房地產,2017.0,10.0,10.0,4.0,30
ID03037,AC1703834,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,2.0,2017-10-10,3600.0,594.0,486.00000000000006,3816.0,阮秀玲,Female,44,臺北市,其他,2017.0,10.0,10.0,4.0,40
ID03038,AC1703331,F012,托特包-白,配件,1740.0,2.0,2017-10-10,3480.0,863.04,180.95999999999998,3688.8,吳佩育,Male,40,基隆市,金融業和房地產,2017.0,10.0,10.0,4.0,40
ID03039,AC1701117,F038,經典美式純POLO-黑,女裝,980.0,2.0,2017-10-10,1960.0,323.4,264.6,2077.6,張詠鴻,Male,32,新北市,金融業和房地產,2017.0,10.0,10.0,4.0,30
ID03040,AC1700059,F009,大化妝包-深藍,配件,2100.0,2.0,2017-10-10,4200.0,1041.6,218.39999999999998,4452.0,黃宜君,Female,53,基隆市,教育體育文化,2017.0,10.0,10.0,4.0,50
ID03041,AC1703849,F001,運動潮流連帽外套女裝-白,女裝,1450.0,3.0,2017-10-10,4350.0,717.75,587.25,4611.0,梁怡君,Female,25,臺北市,其他,2017.0,10.0,10.0,4.0,20
ID03042,AC1700411,F002,運動潮流直筒棉褲男童-白,童裝,930.0,3.0,2017-10-10,2790.0,491.04000000000025,345.96,2957.4,趙伶凌,Female,38,新北市,金融業和房地產,2017.0,10.0,10.0,4.0,30
ID03043,AC1703755,F017,大學T男裝-灰,男裝,1200.0,1.0,2017-10-10,1200.0,230.4,129.6,1272.0,許台民,Male,38,基隆市,住宿和餐飲業,2017.0,10.0,10.0,4.0,30
ID03044,AC1702272,F001,運動潮流連帽外套女裝-白,女裝,1450.0,1.0,2017-10-10,1450.0,239.2500000000001,195.75,1537.0,宋筱涵,Male,54,桃園市,金融業和房地產,2017.0,10.0,10.0,4.0,50
ID03045,AC1700556,F003,印圖大學T男裝-藍,男裝,750.0,1.0,2017-10-10,750.0,144.0,81.0,795.0,葉博文,Male,35,新北市,金融業和房地產,2017.0,10.0,10.0,4.0,30
ID03046,AC1701478,F012,托特包-白,配件,1740.0,1.0,2017-10-10,1740.0,431.52,90.47999999999999,1844.4,蔡維潔,Female,48,新北市,金融業和房地產,2017.0,10.0,10.0,4.0,40
ID03047,AC1703795,F016,後背包-藍,配件,890.0,1.0,2017-10-10,890.0,220.72,46.28,943.4000000000001,陳寶映,Male,55,基隆市,金融業和房地產,2017.0,10.0,10.0,4.0,50
ID03048,AC1700839,F016,後背包-藍,配件,890.0,1.0,2017-10-10,890.0,220.72,46.28,943.4000000000001,林韋成,Female,41,新北市,其他,2017.0,10.0,10.0,4.0,40
ID03049,AC1703360,F038,經典美式純POLO-黑,女裝,980.0,1.0,2017-10-10,980.0,161.7,132.3,1038.8,王忠韋,Male,31,基隆市,金融業和房地產,2017.0,10.0,10.0,4.0,30
ID03050,AC1700770,F012,托特包-白,配件,1740.0,1.0,2017-10-10,1740.0,431.52,90.47999999999999,1844.4,黃郁修,Female,26,新北市,金融業和房地產,2017.0,10.0,10.0,4.0,20
ID03051,AC1701695,F012,托特包-白,配件,1740.0,1.0,2017-10-10,1740.0,431.52,90.47999999999999,1844.4,韓姿君,Female,50,新北市,金融業和房地產,2017.0,10.0,10.0,4.0,50
ID03052,AC1702812,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,1.0,2017-10-10,2030.0,357.28,251.72,2151.8,崔詩婷,Male,59,桃園市,住宿和餐飲業,2017.0,10.0,10.0,4.0,50
ID03053,AC1703612,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,1.0,2017-10-10,2030.0,357.28,251.72,2151.8,賴庭瑤,Female,39,基隆市,金融業和房地產,2017.0,10.0,10.0,4.0,30
ID03054,AC1702005,F015,法蘭絨格紋襯衫-紅,女裝,1740.0,1.0,2017-10-10,1740.0,287.1,234.9,1844.4,謝香全,Female,33,新北市,金融業和房地產,2017.0,10.0,10.0,4.0,30
ID03055,AC1703300,F025,雙向層架式書桌-咖,家俱,2900.0,1.0,2017-10-10,2900.0,435.0000000000002,435.0,3074.0,楊孟定,Female,63,基隆市,其他,2017.0,10.0,10.0,4.0,60
ID03056,AC1701928,F025,雙向層架式書桌-咖,家俱,2900.0,1.0,2017-10-10,2900.0,435.0000000000002,435.0,3074.0,彭德如,Male,40,宜蘭縣,金融業和房地產,2017.0,10.0,10.0,4.0,40
ID03057,AC1703034,F003,印圖大學T男裝-藍,男裝,750.0,2.0,2017-10-10,1500.0,288.0,162.0,1590.0,陳世姍,Female,49,桃園市,其他,2017.0,10.0,10.0,4.0,40
ID03058,AC1701671,F013,潮感印條連帽外套-男裝,男裝,1740.0,1.0,2017-10-10,1740.0,334.08000000000004,187.92,1844.4,謝惠雯,Female,25,宜蘭縣,金融業和房地產,2017.0,10.0,10.0,4.0,20
ID03059,AC1702469,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,2.0,2017-10-10,4060.0,714.56,503.44,4303.6,胡淑萍,Male,56,桃園市,住宿和餐飲業,2017.0,10.0,10.0,4.0,50
ID03060,AC1703186,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,2.0,2017-10-10,3600.0,594.0,486.00000000000006,3816.0,溫茹念,Male,50,桃園市,住宿和餐飲業,2017.0,10.0,10.0,4.0,50
ID03061,AC1701324,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,2.0,2017-10-10,3600.0,594.0,486.00000000000006,3816.0,沈逸群,Male,32,宜蘭縣,農林漁牧業,2017.0,10.0,10.0,4.0,30
ID03062,AC1700868,F012,托特包-白,配件,1740.0,2.0,2017-10-10,3480.0,863.04,180.95999999999998,3688.8,徐秋燕,Female,28,新北市,金融業和房地產,2017.0,10.0,10.0,4.0,20
ID03063,AC1700926,F038,經典美式純POLO-黑,女裝,980.0,2.0,2017-10-10,1960.0,323.4,264.6,2077.6,王麗綸,Female,29,新北市,金融業和房地產,2017.0,10.0,10.0,4.0,20
ID03064,AC1703387,F009,大化妝包-深藍,配件,2100.0,2.0,2017-10-10,4200.0,1041.6,218.39999999999998,4452.0,張雅玲,Female,32,基隆市,金融業和房地產,2017.0,10.0,10.0,4.0,30
ID03065,AC1703138,F001,運動潮流連帽外套女裝-白,女裝,1450.0,3.0,2017-10-10,4350.0,717.75,587.25,4611.0,李聖屏,Male,48,桃園市,金融業和房地產,2017.0,10.0,10.0,4.0,40
ID03066,AC1703211,F002,運動潮流直筒棉褲男童-白,童裝,930.0,3.0,2017-10-10,2790.0,491.04000000000025,345.96,2957.4,張怡蓁,Female,49,桃園市,教育體育文化,2017.0,10.0,10.0,4.0,40
ID03067,AC1701864,F017,大學T男裝-灰,男裝,1200.0,1.0,2017-10-10,1200.0,230.4,129.6,1272.0,袁珮瑜,Female,29,宜蘭縣,住宿和餐飲業,2017.0,10.0,10.0,4.0,20
ID03068,AC1703048,F001,運動潮流連帽外套女裝-白,女裝,1450.0,1.0,2017-10-10,1450.0,239.2500000000001,195.75,1537.0,林淑盈,Male,44,桃園市,其他,2017.0,10.0,10.0,4.0,40
ID03069,AC1703950,F003,印圖大學T男裝-藍,男裝,750.0,1.0,2017-10-10,750.0,144.0,81.0,795.0,謝侑茜,Female,57,臺北市,住宿和餐飲業,2017.0,10.0,10.0,4.0,50
ID03070,AC1701722,F012,托特包-白,配件,1740.0,1.0,2017-10-10,1740.0,431.52,90.47999999999999,1844.4,黃琇鈺,Male,34,宜蘭縣,住宿和餐飲業,2017.0,10.0,10.0,4.0,30
ID03071,AC1700365,F016,後背包-藍,配件,890.0,1.0,2017-10-10,890.0,220.72,46.28,943.4000000000001,許昀春,Male,61,新北市,金融業和房地產,2017.0,10.0,10.0,4.0,60
ID03072,AC1702222,F016,後背包-藍,配件,890.0,1.0,2017-10-10,890.0,220.72,46.28,943.4000000000001,鄭佳琳,Female,55,桃園市,住宿和餐飲業,2017.0,10.0,10.0,4.0,50
ID03073,AC1700381,F038,經典美式純POLO-黑,女裝,980.0,1.0,2017-10-10,980.0,161.7,132.3,1038.8,陳嘉雯,Female,54,新北市,金融業和房地產,2017.0,10.0,10.0,4.0,50
ID03074,AC1702090,F012,托特包-白,配件,1740.0,1.0,2017-10-10,1740.0,431.52,90.47999999999999,1844.4,林盈甄,Male,40,宜蘭縣,金融業和房地產,2017.0,10.0,10.0,4.0,40
ID03075,AC1702787,F012,托特包-白,配件,1740.0,1.0,2017-10-10,1740.0,431.52,90.47999999999999,1844.4,劉家瑜,Male,42,桃園市,住宿和餐飲業,2017.0,10.0,10.0,4.0,40
ID03076,AC1702458,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,1.0,2017-10-10,2030.0,357.28,251.72,2151.8,陳哲茵,Male,54,桃園市,其他,2017.0,10.0,10.0,4.0,50
ID03077,AC1701244,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,1.0,2017-10-10,2030.0,357.28,251.72,2151.8,孫駿岑,Male,33,新北市,金融業和房地產,2017.0,10.0,10.0,4.0,30
ID03078,AC1700847,F015,法蘭絨格紋襯衫-紅,女裝,1740.0,1.0,2017-10-10,1740.0,287.1,234.9,1844.4,周蕙虹,Male,30,新北市,金融業和房地產,2017.0,10.0,10.0,4.0,30
ID03079,AC1702842,F025,雙向層架式書桌-咖,家俱,2900.0,1.0,2017-10-10,2900.0,435.0000000000002,435.0,3074.0,陳亭綺,Male,26,桃園市,住宿和餐飲業,2017.0,10.0,10.0,4.0,20
ID03080,AC1700156,F025,雙向層架式書桌-咖,家俱,2900.0,1.0,2017-10-10,2900.0,435.0000000000002,435.0,3074.0,周美雲,Female,48,新北市,金融業和房地產,2017.0,10.0,10.0,4.0,40
